	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Si29_CPS_LOD	Li_ppm_m7_LOD	Mg_ppm_m24_LOD	Al_ppm_m27_LOD	K_ppm_m39_LOD	Ca_ppm_m42_LOD	Ca_ppm_m43_LOD	Ti_ppm_m49_LOD	Mn_ppm_m55_LOD	Fe_ppm_m57_LOD	Rb_ppm_m85_LOD	Sr_ppm_m88_LOD	Zr_ppm_m90_LOD	Sn_ppm_m118_LOD	Ba_ppm_m137_LOD	La_ppm_m139_LOD	Ce_ppm_m140_LOD	Nd_ppm_m146_LOD	Hf_ppm_m178_LOD	Pb_ppm_m208_LOD
Output_1_48	2003592 9_01 DC - 6.d	10/11/2020 (3) 12:53:07.00	10/11/2020 (3)	12:53:07.00	35.036	2003592 9_01 DC - 6.d	8.19E+06	0.39E+06	7.23	0.10	17022	83	6092	25	1872.9	6.1	70590	300	70160	360	274.0	2.2	41.32	0.37	2018	13	4.830	0.083	50.71	0.27	111.92	0.55	20.79	0.25	153.1	1.1	2.101	0.036	3.750	0.047	1.646	0.075	2.743	0.073	72.24	0.65	FILENAME: 2003592 9_01 DC - 6.csv	0	0.039473	0.10704	0.21088	0.38421	19.095	14.685	0.12783	0.11784	1.5215	0.035434	0.0024806	0.0059162	0.02544	0.010502	0.001468	0.0012481	0.010897	0.0046292	0.0078697
Output_1_49	2003592 7_02 6 - 1.d	10/11/2020 (3) 12:59:29.09	10/11/2020 (3)	12:59:29.09	19.208	2003592 7_02 6 - 1.d	9.70E+06	0.33E+06	7.37	0.13	17257	99	6153	32	1861.9	8.3	71200	490	70950	540	277.7	3.2	41.53	0.37	2030	16	4.840	0.089	50.78	0.31	111.22	0.72	20.00	0.27	153.2	1.5	2.092	0.052	3.763	0.065	1.733	0.076	2.712	0.099	71.24	0.38	FILENAME: 2003592 7_02 6 - 1.csv	0	0.042455	0.10203	0.20852	0.37894	19.566	11.729	0.10603	0.084418	1.7906	0.034357	0.0026235	0.0040344	0.023233	0.012593	0.0024633	0.0027748	0.011037	0.003279	0.0084102
Output_1_50	2003592 7_02 6 - 2.d	10/11/2020 (3) 13:01:10.92	10/11/2020 (3)	13:01:10.92	19.208	2003592 7_02 6 - 2.d	9.93E+06	0.34E+06	7.61	0.14	17312	72	6187	29	1879.1	6.0	71180	370	71680	360	279.7	2.9	41.73	0.36	2019	14	4.887	0.091	50.93	0.28	111.95	0.68	20.23	0.29	154.9	1.3	2.078	0.040	3.803	0.065	1.682	0.078	2.737	0.067	70.42	0.50	FILENAME: 2003592 7_02 6 - 2.csv	0	0.043076	0.097	0.21707	0.38181	16.765	11.925	0.10473	0.083573	1.6845	0.032995	0.0022	0.0016698	0.027098	0.010119	0.0019567	0.0020751	0	0.0053862	0.0065529
Output_1_51	2003592 7_02 6 - 3.d	10/11/2020 (3) 13:02:51.08	10/11/2020 (3)	13:02:51.08	19.208	2003592 7_02 6 - 3.d	9.55E+06	0.34E+06	7.46	0.17	17263	92	6186	35	1868.0	8.7	71320	400	71060	490	274.4	2.7	41.84	0.32	2030	17	4.823	0.074	50.99	0.35	113.00	0.70	20.46	0.29	153.5	1.4	2.135	0.047	3.848	0.063	1.73	0.10	2.693	0.097	69.93	0.46	FILENAME: 2003592 7_02 6 - 3.csv	0	0.049442	0.095934	0.2025	0.47397	22.033	12.41	0.13917	0.1129	1.9379	0.038474	0.0032329	0.0029617	0.027171	0.010513	0.0021791	0.00089105	0.0060588	0.0046399	0.0085176
Output_1_52	2003592 7_02 7 - 1.d	10/11/2020 (3) 13:04:17.97	10/11/2020 (3)	13:04:17.97	8.6241	2003592 7_02 7 - 1.d	1.070E+07	2.3E+05	7.76	0.21	17550	130	6304	51	1881.2	9.9	72870	600	72860	830	283.4	4.4	42.09	0.75	2042	20	4.81	0.12	52.23	0.69	115.3	1.5	19.94	0.48	158.9	1.8	2.223	0.075	3.893	0.092	1.66	0.12	2.78	0.15	69.97	0.69	FILENAME: 2003592 7_02 7 - 1.csv	0	0.05419	0.12966	0.20079	0.5193	24.221	16.242	0.12787	0.10232	1.906	0.04479	0.0044968	0.0035353	0.031599	0.017488	0.002012	0.0023098	0.0087942	0.0066826	0.012051
Output_1_53	2003592 7_02 7 - 2.d	10/11/2020 (3) 13:05:51.07	10/11/2020 (3)	13:05:51.07	9.6041	2003592 7_02 7 - 2.d	1.064E+07	2.6E+05	7.67	0.22	17510	110	6256	44	1892.8	9.6	72520	600	71730	780	277.0	4.1	41.72	0.47	2049	15	4.924	0.091	51.92	0.45	114.9	1.2	19.88	0.35	157.3	1.6	2.104	0.050	3.830	0.081	1.78	0.10	2.79	0.11	70.28	0.59	FILENAME: 2003592 7_02 7 - 2.csv	0	0.039539	0.1222	0.23417	0.46977	23.308	16.203	0.10759	0.11673	2.0002	0.039493	0.0032203	0.0027762	0.029935	0.022158	0.0021317	0.0023979	0.01068	0.0063813	0.0091322
Output_1_54	2003592 7_02 7 - 3.d	10/11/2020 (3) 13:07:23.94	10/11/2020 (3)	13:07:23.94	20.188	2003592 7_02 7 - 3.d	9.64E+06	0.33E+06	7.52	0.15	17281	82	6213	29	1883.7	6.2	71770	440	71520	490	278.0	3.2	42.14	0.42	2034	12	4.801	0.080	51.28	0.35	114.52	0.83	20.37	0.26	154.8	1.3	2.115	0.047	3.888	0.049	1.708	0.075	2.809	0.083	71.14	0.47	FILENAME: 2003592 7_02 7 - 3.csv	0	0.044005	0.12447	0.18028	0.40932	21.03	12.092	0.14358	0.080032	1.523	0.039756	0.0030276	0.0039879	0.024644	0.015831	0.0014323	0.0012191	0.0091268	0.0061999	0.0066363
Output_1_55	2003592 9_01 DC - 7.d	10/11/2020 (3) 13:09:04.00	10/11/2020 (3)	13:09:04.00	35.036	2003592 9_01 DC - 7.d	8.46E+06	0.39E+06	7.22	0.12	17094	81	6061	25	1877.8	6.8	70300	300	70500	360	271.9	2.3	41.31	0.34	1988	13	4.766	0.068	50.70	0.28	110.34	0.48	20.66	0.25	153.5	1.2	2.087	0.037	3.823	0.052	1.672	0.073	2.672	0.063	72.90	0.56	FILENAME: 2003592 9_01 DC - 7.csv	0	0.043618	0.094114	0.18584	0.3813	17.484	11.97	0.090506	0.092157	1.5616	0.032178	0.0035296	0.0039568	0.027127	0.014155	0.0025291	0.0018708	0.010552	0.0022929	0.0079917
Output_1_56	2003592 9_01 DC - 8.d	10/11/2020 (3) 13:10:33.00	10/11/2020 (3)	13:10:33.00	35.036	2003592 9_01 DC - 8.d	8.31E+06	0.39E+06	7.27	0.13	17050	76	6086	24	1883.7	6.7	70090	300	70350	350	273.8	2.3	41.24	0.29	2004	15	4.842	0.076	50.43	0.31	110.67	0.56	20.83	0.25	152.7	1.0	2.109	0.036	3.738	0.053	1.740	0.070	2.729	0.066	72.77	0.67	FILENAME: 2003592 9_01 DC - 8.csv	0	0.043989	0.10338	0.18342	0.37186	21.81	11.267	0.092721	0.094325	1.4961	0.035004	0.0027778	0.0041264	0.027969	0.010331	0.001189	0.0017151	0.0092125	0.0055059	0.0078683
Output_1_57	2003592 9_01 DC - 9.d	10/11/2020 (3) 13:12:06.00	10/11/2020 (3)	13:12:06.00	35.036	2003592 9_01 DC - 9.d	8.24E+06	0.37E+06	7.33	0.12	17079	96	6098	29	1877.1	6.7	70270	320	70350	410	271.9	2.4	40.91	0.34	1991	11	4.828	0.065	50.77	0.33	112.18	0.59	20.78	0.26	152.1	1.2	2.081	0.037	3.735	0.053	1.628	0.078	2.813	0.064	72.00	0.64	FILENAME: 2003592 9_01 DC - 9.csv	0	0.048456	0.097157	0.19989	0.41739	20.568	11.196	0.13555	0.1029	1.7358	0.038104	0.003034	0.002938	0.026164	0.014532	0.0020178	0.0017315	0.014498	0.0046078	0.0084607
Output_1_58	2003592 9_01 DC - 10.d	10/11/2020 (3) 13:13:39.00	10/11/2020 (3)	13:13:39.00	35.036	2003592 9_01 DC - 10.d	7.90E+06	0.39E+06	7.44	0.11	17012	88	6076	28	1871.4	5.6	70220	330	70280	330	273.0	2.4	40.71	0.32	1980	13	4.808	0.071	50.49	0.28	111.22	0.55	20.59	0.28	152.4	1.1	2.069	0.035	3.771	0.049	1.678	0.082	2.699	0.075	72.34	0.74	FILENAME: 2003592 9_01 DC - 10.csv	0	0.046406	0.099607	0.20517	0.38057	19.978	13.344	0.10625	0.10226	1.8748	0.04095	0.0029213	0.0035078	0.030554	0.015137	0.0025854	0.001574	0.0096884	0.0048008	0.0093868
Output_1_59	2003592 9_01 DC - 11.d	10/11/2020 (3) 13:15:19.00	10/11/2020 (3)	13:15:19.00	35.036	2003592 9_01 DC - 11.d	7.93E+06	0.40E+06	7.28	0.13	17030	100	6067	31	1887.7	6.3	70220	330	70260	340	271.4	2.6	41.40	0.34	2000	12	4.811	0.068	50.61	0.30	110.58	0.64	21.02	0.30	152.9	1.1	2.076	0.035	3.764	0.050	1.594	0.067	2.670	0.070	73.11	0.84	FILENAME: 2003592 9_01 DC - 11.csv	0	0.045277	0.10317	0.20984	0.46915	23.679	11.783	0.095201	0.10224	1.8133	0.037244	0.0025601	0.0038772	0.023396	0.019494	0.0012456	0.0012898	0.0062414	0.006184	0.011767
Output_1_60	2004905 9_02 8 - 1.d	10/11/2020 (3) 13:21:42.05	10/11/2020 (3)	13:21:42.05	1.372	2004905 9_02 8 - 1.d	1.180E+07	1.8E+05	12.02	0.27	27120	140	401.4	3.9	93.5	9.8	6.58E+04	0.16E+04	64750	790	122.7	2.6	20.9	2.0	780	26	0.45	0.16	47.74	0.85	21.64	0.35	7.68	0.37	8.0	1.3	0.843	0.052	1.25	0.15	0.57	0.17	0.64	0.16	1.58	0.30	FILENAME: 2004905 9_02 8 - 1.csv	0	0.1098	0.25856	0.50084	0.92394	59.647	33.997	0.24446	0.27445	4.0687	0.10264	0.010371	0.0086812	0.07238	0.037459	0.0030956	0.0044691	0.015513	0.014345	0.020974
Output_1_61	2004905 9_02 8 - 2.d	10/11/2020 (3) 13:23:16.92	10/11/2020 (3)	13:23:16.92	6.0761	2004905 9_02 8 - 2.d	1.03E+07	0.10E+07	11.69	0.32	26460	300	441	30	119	21	6.42E+04	0.13E+04	6.39E+04	0.14E+04	123.8	3.3	19.99	0.30	815	16	0.430	0.069	45.2	1.8	21.45	0.34	8.23	0.30	7.85	0.44	0.789	0.052	1.147	0.066	0.58	0.10	0.516	0.078	1.57	0.12	FILENAME: 2004905 9_02 8 - 2.csv	0	0.07048	0.14266	0.28214	0.57469	30.423	18.881	0.15385	0.13886	2.0625	0.056042	0.0040046	0.0041926	0.035209	0.01809	0.0023882	0.0032839	0.013281	0.0065842	0.0091707
Output_1_62	2004905 9_02 8 - 3.d	10/11/2020 (3) 13:24:50.02	10/11/2020 (3)	13:24:50.02	15.288	2004905 9_02 8 - 3.d	1.057E+07	3.4E+05	11.33	0.17	26340	140	390.6	2.6	91.84	0.88	63600	460	63170	500	119.6	1.8	20.19	0.25	809.3	9.0	0.425	0.034	46.51	0.45	20.93	0.18	8.60	0.20	7.72	0.24	0.850	0.033	1.102	0.048	0.640	0.059	0.499	0.036	1.457	0.046	FILENAME: 2004905 9_02 8 - 3.csv	0	0.044387	0.086557	0.17819	0.33099	20.303	12.813	0.09175	0.10503	1.4794	0.036374	0.0036749	0.0023731	0.025738	0.012449	0.0018239	0.0017032	0.0059109	0.007366	0.0059497
Output_1_63	2004905 4_01 DC - 1.d	10/11/2020 (3) 13:26:23.00	10/11/2020 (3)	13:26:23.00	35.036	2004905 4_01 DC - 1.d	8.22E+06	0.42E+06	11.17	0.11	25650	110	378.1	2.4	91.10	0.84	62060	280	62140	350	114.5	1.4	19.78	0.19	780.1	7.1	0.367	0.020	45.53	0.29	20.04	0.21	8.94	0.18	7.52	0.21	0.820	0.022	1.111	0.028	0.643	0.049	0.479	0.029	1.568	0.040	FILENAME: 2004905 4_01 DC - 1.csv	0	0.03946	0.10105	0.21886	0.41003	19.863	12.227	0.10301	0.098227	1.7779	0.039859	0.0033054	0.0037339	0.026432	0.016111	0.0025967	0.0012439	0.010112	0.0079087	0.0053921
Output_1_64	2004905 4_01 DC - 2.d	10/11/2020 (3) 13:28:06.00	10/11/2020 (3)	13:28:06.00	35.036	2004905 4_01 DC - 2.d	8.25E+06	0.40E+06	11.06	0.15	25750	130	384.9	1.9	89.34	0.69	62300	290	62420	370	119.4	1.5	19.69	0.20	786.9	6.0	0.397	0.026	45.70	0.27	19.77	0.17	8.47	0.15	7.56	0.23	0.800	0.020	1.159	0.033	0.606	0.044	0.510	0.030	1.531	0.038	FILENAME: 2004905 4_01 DC - 2.csv	0	0.044269	0.10791	0.19157	0.44073	19.953	11.296	0.10539	0.093945	1.5267	0.035626	0.0028734	0.0043378	0.027358	0.014796	0.0014551	0.0029642	0.0083584	0.0040128	0.006171
Output_1_65	2004905 4_01 DC - 3.d	10/11/2020 (3) 13:29:34.00	10/11/2020 (3)	13:29:34.00	35.036	2004905 4_01 DC - 3.d	8.53E+06	0.40E+06	11.00	0.14	25800	140	380.8	1.6	89.95	0.77	62420	300	62260	310	116.3	1.4	19.92	0.19	783.3	6.4	0.387	0.029	45.69	0.28	20.27	0.18	8.97	0.16	7.56	0.21	0.783	0.020	1.113	0.027	0.610	0.047	0.505	0.028	1.572	0.042	FILENAME: 2004905 4_01 DC - 3.csv	0	0.039259	0.096924	0.15992	0.44964	20.524	10.96	0.10935	0.093928	1.4824	0.033749	0.0041411	0.0036023	0.02527	0.015542	0.0022131	0.0014596	0.01518	0.007059	0.0059318
Output_1_66	2004905 4_01 DC - 4.d	10/11/2020 (3) 13:31:07.00	10/11/2020 (3)	13:31:07.00	35.036	2004905 4_01 DC - 4.d	8.43E+06	0.41E+06	11.05	0.13	25780	110	388.9	2.0	90.66	0.76	62560	300	62290	330	118.1	1.6	20.00	0.18	779.6	6.3	0.388	0.021	45.66	0.31	21.48	0.24	8.55	0.15	7.52	0.16	0.814	0.021	1.105	0.025	0.653	0.048	0.513	0.031	1.521	0.047	FILENAME: 2004905 4_01 DC - 4.csv	0	0.042151	0.10396	0.19449	0.44574	19.515	11.48	0.09757	0.10337	1.4476	0.035915	0.0036464	0.0023563	0.024112	0.014167	0.0016325	0.0016926	0.012704	0.0049971	0.0069387
Output_1_67	2004905 4_01 DC - 5.d	10/11/2020 (3) 13:32:41.00	10/11/2020 (3)	13:32:41.00	35.036	2004905 4_01 DC - 5.d	8.35E+06	0.40E+06	11.16	0.13	25850	120	381.1	1.9	89.43	0.73	62460	310	62290	350	117.5	1.7	19.76	0.24	776.5	6.5	0.361	0.026	45.93	0.26	20.83	0.20	8.91	0.14	7.62	0.19	0.852	0.024	1.127	0.023	0.663	0.041	0.518	0.032	1.590	0.048	FILENAME: 2004905 4_01 DC - 5.csv	0	0.042706	0.086212	0.19936	0.49195	17.237	10.654	0.070157	0.10504	1.6261	0.045022	0.0020125	0.0028877	0.024457	0.014279	0.0016456	0.0014888	0.0082482	0.0023202	0.0045561
Output_1_68	2004905 4_01 DC - 6.d	10/11/2020 (3) 13:34:21.00	10/11/2020 (3)	13:34:21.00	35.034	2004905 4_01 DC - 6.d	8.35E+06	0.40E+06	11.15	0.14	25810	120	385.0	2.3	90.40	0.75	62140	260	62400	300	117.0	1.7	19.76	0.21	779.8	6.8	0.381	0.024	45.54	0.27	21.78	0.20	8.72	0.17	7.76	0.17	0.810	0.019	1.122	0.024	0.654	0.050	0.521	0.033	1.601	0.039	FILENAME: 2004905 4_01 DC - 6.csv	0	0.029958	0.17073	0.18891	0.40402	19.9	11.045	0.097917	0.091679	1.6411	0.033526	0.0033738	0.0028896	0.028443	0.018474	0.0016469	0.0022666	0.01132	0.0058749	0.0082575
Output_1_69	2004905 4_01 DC - 7.d	10/11/2020 (3) 13:35:48.00	10/11/2020 (3)	13:35:48.00	35.036	2004905 4_01 DC - 7.d	8.45E+06	0.39E+06	11.23	0.12	25790	120	384.7	1.9	89.94	0.84	62160	250	62130	310	117.2	1.3	19.91	0.18	781.3	6.4	0.358	0.025	45.63	0.24	21.19	0.18	8.71	0.14	7.24	0.19	0.818	0.023	1.085	0.027	0.650	0.040	0.535	0.026	1.558	0.049	FILENAME: 2004905 4_01 DC - 7.csv	0	0.042504	0.10534	0.19107	0.43036	21.358	11.991	0.10333	0.099006	1.4203	0.032978	0.0024022	0.0032742	0.026505	0.01605	0.0018068	0.0020888	0.0071205	0.0044929	0.0053815
Output_1_70	2004905 4_01 DC - 8.d	10/11/2020 (3) 13:37:22.00	10/11/2020 (3)	13:37:22.00	35.036	2004905 4_01 DC - 8.d	8.79E+06	0.42E+06	11.47	0.13	25960	120	373.6	1.6	90.06	0.81	62270	240	62140	280	116.6	1.7	19.86	0.18	776.3	6.3	0.359	0.020	45.78	0.22	19.25	0.18	9.14	0.15	7.68	0.17	0.814	0.021	1.113	0.025	0.642	0.047	0.483	0.030	1.684	0.049	FILENAME: 2004905 4_01 DC - 8.csv	0	0.041669	0.10177	0.19461	0.40987	18.188	9.9992	0.084406	0.079945	1.5325	0.036012	0.0043179	0.0037931	0.025265	0.024496	0.0013643	0.0022854	0.0078383	0.0052058	0.0064156
Output_1_71	2004905 4_01 DC - 9.d	10/11/2020 (3) 13:38:56.00	10/11/2020 (3)	13:38:56.00	35.035	2004905 4_01 DC - 9.d	8.37E+06	0.40E+06	11.10	0.16	25870	120	385.2	2.0	89.98	0.78	62190	270	62270	290	116.7	1.5	19.64	0.19	774.6	6.7	0.389	0.024	45.48	0.27	20.21	0.19	8.59	0.14	7.51	0.20	0.814	0.023	1.121	0.025	0.642	0.042	0.528	0.035	1.572	0.038	FILENAME: 2004905 4_01 DC - 9.csv	0	0.043363	0.10765	0.19468	0.38229	21.29	14.435	0.081272	0.098022	2.0396	0.038478	0.0025962	0.005125	0.029998	0.012424	0.0016418	0.0012222	0.0091321	0.0050282	0.0063141
Output_1_72	2004905 4_01 DC - 10.d	10/11/2020 (3) 13:40:37.00	10/11/2020 (3)	13:40:37.00	35.036	2004905 4_01 DC - 10.d	8.43E+06	0.39E+06	11.24	0.13	25780	110	385.7	2.0	90.52	0.81	62310	280	62320	290	117.4	1.7	19.75	0.21	769.6	7.0	0.393	0.026	45.50	0.24	20.85	0.19	8.59	0.17	7.37	0.20	0.823	0.022	1.132	0.028	0.599	0.037	0.514	0.030	1.581	0.040	FILENAME: 2004905 4_01 DC - 10.csv	0	0.046491	0.10919	0.21041	0.40603	19.069	12.129	0.098697	0.090322	1.7817	0.035362	0.0037396	0.0023502	0.023576	0.012327	0.001169	0.0018756	0.013198	0.0054244	0.0063444
																																																																			
